Insee - Statistiques locales; ; 
Référentiel géographique : France par commune; ; 
Code;Libellé;Commerce alimentaire (localisation) 2020
17533;null;B204
17534;null;B203
17535;null;B204
17536;null;B206
17537;null;B203
17538;null;B200
17539;null;B203
1754;null;B200
17540;null;B203
17541;null;B204
17542;null;B200
17543;null;B200
17544;null;B200
17545;null;B200
17546;null;B200
17547;null;B203
17548;null;B203
17549;null;B203
1755;null;B203
17550;null;B200
17551;null;B100
17552;null;B203
17553;null;B203
17554;null;B204
17555;null;B204
17556;null;B206
17557;null;B200
17558;null;B203
17559;null;B203
1756;null;B203
17560;null;B200
17561;null;B200
17562;null;B203
17563;null;B203
17564;null;B203
17565;null;B203
17566;null;B203
17567;null;B204
17568;null;B204
17569;null;B204
1757;null;B203
17570;null;B206
17571;null;B100
17572;null;B100
17573;null;B100
17574;null;B100
17575;null;B100
17576;null;B203
17577;null;B203
17578;null;B203
17579;null;B203
1758;null;B203
17580;null;B203
17581;null;B203
17582;null;B203
17583;null;B204
17584;null;B204
17585;null;B200
17586;null;B200
17587;null;B203
17588;null;B203
17589;null;B203
1759;null;B203
17590;null;B203
17591;null;B204
17592;null;B206
17593;null;B206
17594;null;B200
17595;null;B203
17596;null;B203
17597;null;B203
17598;null;B204
17599;null;B200
176;null;B203
1760;null;B203
17600;null;B200
17601;null;B203
17602;null;B203
17603;null;B204
17604;null;B200
17605;null;B203
17606;null;B203
17607;null;B204
17608;null;B100
17609;null;B100
1761;null;B203
17610;null;B200
17611;null;B200
17612;null;B200
17613;null;B203
17614;null;B203
17615;null;B203
17616;null;B203
17617;null;B203
17618;null;B200
17619;null;B203
1762;null;B203
17620;null;B204
17621;null;B200
17622;null;B200
17623;null;B203
17624;null;B203
17625;null;B203
17626;null;B203
17627;null;B203
17628;null;B203
17629;null;B203
1763;null;B203
17630;null;B203
17631;null;B204
17632;null;B200
17633;null;B203
17634;null;B203
17635;null;B204
17636;null;B204
17637;null;B204
17638;null;B204
17639;null;B206
1764;null;B204
17640;null;B206
17641;null;B206
17642;null;B206
17643;null;B206
17644;null;B203
17645;null;B200
17646;null;B203
17647;null;B100
17648;null;B100
17649;null;B200
1765;null;B204
17650;null;B200
17651;null;B203
17652;null;B204
17653;null;B204
17654;null;B206
17655;null;B100
17656;null;B100
17657;null;B200
17658;null;B203
17659;null;B203
1766;null;B200
17660;null;B204
17661;null;B100
17662;null;B200
17663;null;B200
17664;null;B200
17665;null;B203
17666;null;B203
17667;null;B204
17668;null;B204
17669;null;B204
1767;null;B203
17670;null;B200
17671;null;B203
17672;null;B204
17673;null;B200
17674;null;B100
17675;null;B203
17676;null;B203
17677;null;B200
17678;null;B200
17679;null;B200
1768;null;B203
17680;null;B200
17681;null;B200
17682;null;B200
17683;null;B200
17684;null;B200
17685;null;B200
17686;null;B200
17687;null;B203
17688;null;B203
17689;null;B203
1769;null;B203
17690;null;B203
17691;null;B203
17692;null;B203
17693;null;B204
17694;null;B206
17695;null;B203
17696;null;B203
17697;null;B203
17698;null;B203
17699;null;B203
177;null;B204
1770;null;B204
17700;null;B200
17701;null;B200
17702;null;B203
17703;null;B203
17704;null;B200
17705;null;B204
17706;null;B200
17707;null;B204
17708;null;B200
17709;null;B100
1771;null;B100
17710;null;B203
17711;null;B100
17712;null;B100
17713;null;B100
17714;null;B100
17715;null;B200
17716;null;B200
17717;null;B200
17718;null;B200
17719;null;B200
1772;null;B200
17720;null;B203
17721;null;B203
17722;null;B203
17723;null;B204
17724;null;B204
17725;null;B200
17726;null;B203
17727;null;B204
17728;null;B204
17729;null;B204
1773;null;B200
17730;null;B200
17731;null;B200
17732;null;B203
17733;null;B200
17734;null;B203
17735;null;B200
17736;null;B100
17737;null;B200
17738;null;B200
17739;null;B203
1774;null;B203
17740;null;B203
17741;null;B203
17742;null;B203
17743;null;B204
17744;null;B204
17745;null;B204
17746;null;B204
17747;null;B204
17748;null;B206
17749;null;B206
1775;null;B203
17750;null;B203
17751;null;B203
17752;null;B204
17753;null;B100
17754;null;B203
17755;null;B203
17756;null;B204
17757;null;B200
17758;null;B203
17759;null;B203
1776;null;B204
17760;null;B203
17761;null;B100
17762;null;B100
17763;null;B203
17764;null;B203
17765;null;B204
17766;null;B200
17767;null;B200
17768;null;B200
17769;null;B203
1777;null;B204
17770;null;B204
17771;null;B204
17772;null;B100
17773;null;B100
17774;null;B100
17775;null;B200
17776;null;B203
17777;null;B203
17778;null;B204
17779;null;B206
1778;null;B200
17780;null;B100
17781;null;B100
17782;null;B100
17783;null;B203
17784;null;B203
17785;null;B203
17786;null;B203
17787;null;B203
17788;null;B204
17789;null;B200
1779;null;B203
17790;null;B200
17791;null;B203
17792;null;B203
17793;null;B203
17794;null;B203
17795;null;B203
17796;null;B204
17797;null;B204
17798;null;B100
17799;null;B100
178;null;B203
1780;null;B204
17800;null;B200
17801;null;B200
17802;null;B200
17803;null;B203
17804;null;B203
17805;null;B203
17806;null;B203
17807;null;B203
17808;null;B204
17809;null;B204
1781;null;B100
17810;null;B204
17811;null;B206
17812;null;B206
17813;null;B206
17814;null;B206
17815;null;B204
17816;null;B206
17817;null;B200
17818;null;B203
17819;null;B204
1782;null;B200
17820;null;B203
17821;null;B203
17822;null;B203
17823;null;B204
17824;null;B203
17825;null;B203
17826;null;B204
17827;null;B206
17828;null;B206
17829;null;B206
1783;null;B203
17830;null;B200
17831;null;B200
17832;null;B203
17833;null;B203
17834;null;B100
17835;null;B100
17836;null;B200
17837;null;B203
17838;null;B100
17839;null;B100
1784;null;B203
17840;null;B200
17841;null;B200
17842;null;B203
17843;null;B203
17844;null;B203
17845;null;B200
17846;null;B206
17847;null;B206
17848;null;B206
17849;null;B206
1785;null;B200
17850;null;B100
17851;null;B100
17852;null;B100
17853;null;B100
17854;null;B200
17855;null;B200
17856;null;B200
17857;null;B203
17858;null;B203
17859;null;B203
1786;null;B200
17860;null;B203
17861;null;B203
17862;null;B204
17863;null;B204
17864;null;B204
17865;null;B204
17866;null;B206
17867;null;B206
17868;null;B203
17869;null;B200
1787;null;B203
17870;null;B203
17871;null;B203
17872;null;B203
17873;null;B204
17874;null;B206
17875;null;B206
17876;null;B200
17877;null;B200
17878;null;B203
17879;null;B203
1788;null;B204
17880;null;B204
17881;null;B204
17882;null;B100
17883;null;B100
17884;null;B100
17885;null;B100
17886;null;B200
17887;null;B200
17888;null;B200
17889;null;B203
1789;null;B206
17890;null;B203
17891;null;B203
17892;null;B203
17893;null;B203
17894;null;B204
17895;null;B206
17896;null;B204
17897;null;B206
17898;null;B206
17899;null;B203
179;null;B200
1790;null;B203
17900;null;B203
17901;null;B206
17902;null;B200
17903;null;B200
17904;null;B200
17905;null;B203
17906;null;B100
17907;null;B100
17908;null;B100
17909;null;B200
1791;null;B203
17910;null;B203
17911;null;B203
17912;null;B203
17913;null;B204
17914;null;B204
17915;null;B200
17916;null;B203
17917;null;B203
17918;null;B203
17919;null;B204
1792;null;B203
17920;null;B204
17921;null;B203
17922;null;B204
17923;null;B200
17924;null;B100
17925;null;B100
17926;null;B200
17927;null;B200
17928;null;B203
17929;null;B203
1793;null;B203
17930;null;B204
17931;null;B204
17932;null;B200
17933;null;B203
17934;null;B200
17935;null;B200
17936;null;B200
17937;null;B200
17938;null;B203
17939;null;B203
1794;null;B100
17940;null;B203
17941;null;B203
17942;null;B204
17943;null;B204
17944;null;B204
17945;null;B204
17946;null;B204
17947;null;B204
17948;null;B204
17949;null;B206
1795;null;B100
17950;null;B100
17951;null;B100
17952;null;B203
17953;null;B203
17954;null;B203
17955;null;B203
17956;null;B203
17957;null;B200
17958;null;B203
17959;null;B100
1796;null;B200
17960;null;B200
17961;null;B200
17962;null;B203
17963;null;B203
17964;null;B203
17965;null;B203
17966;null;B203
17967;null;B204
17968;null;B203
17969;null;B200
1797;null;B200
17970;null;B203
17971;null;B204
17972;null;B204
17973;null;B206
17974;null;B100
17975;null;B200
17976;null;B203
17977;null;B203
17978;null;B203
17979;null;B203
1798;null;B203
17980;null;B203
17981;null;B200
17982;null;B200
17983;null;B203
17984;null;B203
17985;null;B100
17986;null;B100
17987;null;B100
17988;null;B100
17989;null;B100
1799;null;B203
17990;null;B100
17991;null;B100
17992;null;B100
17993;null;B200
17994;null;B200
17995;null;B203
17996;null;B203
17997;null;B203
17998;null;B204
17999;null;B206
18;null;B200
180;null;B203
1800;null;B204
18000;null;B200
18001;null;B200
18002;null;B200
18003;null;B200
18004;null;B200
18005;null;B200
18006;null;B200
18007;null;B200
18008;null;B200
18009;null;B200
1801;null;B204
18010;null;B200
18011;null;B200
18012;null;B200
18013;null;B200
18014;null;B200
18015;null;B200
18016;null;B200
18017;null;B203
18018;null;B203
18019;null;B203
1802;null;B204
18020;null;B203
18021;null;B203
18022;null;B203
18023;null;B203
18024;null;B203
18025;null;B203
18026;null;B203
18027;null;B203
18028;null;B203
18029;null;B204
1803;null;B203
18030;null;B203
18031;null;B203
18032;null;B203
18033;null;B203
18034;null;B203
18035;null;B203
18036;null;B203
18037;null;B203
18038;null;B203
18039;null;B203
1804;null;B200
18040;null;B203
18041;null;B203
18042;null;B203
18043;null;B203
18044;null;B203
18045;null;B203
18046;null;B203
18047;null;B203
18048;null;B203
18049;null;B203
1805;null;B200
18050;null;B203
18051;null;B204
18052;null;B204
18053;null;B204
18054;null;B204
18055;null;B204
18056;null;B204
18057;null;B204
18058;null;B204
18059;null;B204
1806;null;B203
18060;null;B204
18061;null;B204
18062;null;B204
18063;null;B204
18064;null;B204
18065;null;B206
18066;null;B206
18067;null;B206
18068;null;B206
18069;null;B206
1807;null;B100
18070;null;B206
18071;null;B100
18072;null;B200
18073;null;B203
18074;null;B203
18075;null;B203
18076;null;B204
18077;null;B200
18078;null;B200
18079;null;B203
1808;null;B203
18080;null;B203
18081;null;B203
18082;null;B206
18083;null;B206
18084;null;B206
18085;null;B100
18086;null;B100
18087;null;B100
18088;null;B100
18089;null;B100
1809;null;B100
18090;null;B100
18091;null;B100
18092;null;B200
18093;null;B200
18094;null;B200
18095;null;B200
18096;null;B200
18097;null;B200
18098;null;B200
18099;null;B200
181;null;B204
1810;null;B100
18100;null;B200
18101;null;B200
18102;null;B200
18103;null;B200
18104;null;B200
18105;null;B200
18106;null;B200
18107;null;B200
18108;null;B203
18109;null;B203
1811;null;B100
18110;null;B203
18111;null;B203
18112;null;B203
18113;null;B203
18114;null;B203
18115;null;B203
18116;null;B203
18117;null;B203
18118;null;B203
18119;null;B203
1812;null;B100
18120;null;B203
18121;null;B203
18122;null;B200
18123;null;B203
18124;null;B100
18125;null;B100
18126;null;B100
18127;null;B203
18128;null;B203
18129;null;B203
1813;null;B100
18130;null;B203
18131;null;B203
18132;null;B203
18133;null;B203
18134;null;B203
18135;null;B203
18136;null;B203
18137;null;B203
18138;null;B203
18139;null;B203
1814;null;B100
18140;null;B203
18141;null;B203
18142;null;B203
18143;null;B203
18144;null;B204
18145;null;B204
18146;null;B204
18147;null;B204
18148;null;B204
18149;null;B204
1815;null;B100
18150;null;B204
18151;null;B204
18152;null;B204
18153;null;B204
18154;null;B204
18155;null;B204
18156;null;B203
18157;null;B200
18158;null;B100
18159;null;B100
1816;null;B100
18160;null;B100
18161;null;B100
18162;null;B100
18163;null;B100
18164;null;B100
18165;null;B100
18166;null;B100
18167;null;B100
18168;null;B200
18169;null;B200
1817;null;B200
18170;null;B200
18171;null;B200
18172;null;B200
18173;null;B200
18174;null;B200
18175;null;B200
18176;null;B200
18177;null;B200
18178;null;B200
18179;null;B200
1818;null;B200
18180;null;B200
18181;null;B204
18182;null;B204
18183;null;B204
18184;null;B204
18185;null;B204
18186;null;B204
18187;null;B204
18188;null;B204
18189;null;B204
1819;null;B200
18190;null;B204
18191;null;B206
18192;null;B206
18193;null;B206
18194;null;B206
18195;null;B206
18196;null;B206
18197;null;B206
18198;null;B206
18199;null;B206
182;null;B100
1820;null;B200
18200;null;B206
18201;null;B206
18202;null;B200
18203;null;B200
18204;null;B203
18205;null;B200
18206;null;B200
18207;null;B203
18208;null;B200
18209;null;B200
1821;null;B200
18210;null;B200
18211;null;B200
18212;null;B200
18213;null;B200
18214;null;B200
18215;null;B200
18216;null;B200
18217;null;B200
18218;null;B200
18219;null;B200
1822;null;B200
18220;null;B200
18221;null;B200
18222;null;B200
18223;null;B200
18224;null;B200
18225;null;B200
18226;null;B200
18227;null;B200
18228;null;B200
18229;null;B200
1823;null;B200
18230;null;B200
18231;null;B200
18232;null;B200
18233;null;B200
18234;null;B200
18235;null;B200
18236;null;B200
18237;null;B200
18238;null;B200
18239;null;B200
1824;null;B200
18240;null;B203
18241;null;B200
18242;null;B200
18243;null;B200
18244;null;B203
18245;null;B203
18246;null;B203
18247;null;B203
18248;null;B203
18249;null;B203
1825;null;B200
18250;null;B203
18251;null;B203
18252;null;B203
18253;null;B203
18254;null;B203
18255;null;B203
18256;null;B203
18257;null;B203
18258;null;B203
18259;null;B203
1826;null;B200
18260;null;B203
18261;null;B203
18262;null;B203
18263;null;B203
18264;null;B203
18265;null;B203
18266;null;B203
18267;null;B203
18268;null;B203
18269;null;B203
1827;null;B200
18270;null;B200
18271;null;B200
18272;null;B203
18273;null;B203
18274;null;B203
18275;null;B203
18276;null;B203
18277;null;B203
18278;null;B203
18279;null;B203
1828;null;B200
18280;null;B203
18281;null;B203
18282;null;B203
18283;null;B203
18284;null;B203
18285;null;B203
18286;null;B203
18287;null;B203
18288;null;B203
18289;null;B203
1829;null;B200
18290;null;B203
18291;null;B203
18292;null;B203
18293;null;B203
18294;null;B203
18295;null;B203
18296;null;B203
18297;null;B203
18298;null;B203
18299;null;B203
183;null;B200
1830;null;B200
18300;null;B203
18301;null;B203
18302;null;B200
18303;null;B203
18304;null;B203
18305;null;B203
18306;null;B203
18307;null;B203
18308;null;B203
18309;null;B203
1831;null;B200
18310;null;B203
18311;null;B203
18312;null;B203
18313;null;B203
18314;null;B203
18315;null;B203
18316;null;B203
18317;null;B203
18318;null;B203
18319;null;B203
1832;null;B200
18320;null;B203
18321;null;B203
18322;null;B203
18323;null;B203
18324;null;B203
18325;null;B204
18326;null;B204
18327;null;B204
18328;null;B204
18329;null;B204
1833;null;B200
18330;null;B204
18331;null;B204
18332;null;B100
18333;null;B200
18334;null;B203
18335;null;B203
18336;null;B204
18337;null;B204
18338;null;B204
18339;null;B204
1834;null;B200
18340;null;B204
18341;null;B204
18342;null;B204
18343;null;B204
18344;null;B204
18345;null;B204
18346;null;B204
18347;null;B204
18348;null;B204
18349;null;B204
1835;null;B200
18350;null;B204
18351;null;B204
18352;null;B204
18353;null;B204
18354;null;B204
18355;null;B204
18356;null;B204
18357;null;B204
18358;null;B204
18359;null;B204
1836;null;B200
18360;null;B204
18361;null;B204
18362;null;B204
18363;null;B204
18364;null;B204
18365;null;B204
18366;null;B200
18367;null;B200
18368;null;B203
18369;null;B204
1837;null;B200
18370;null;B204
18371;null;B206
18372;null;B206
18373;null;B206
18374;null;B206
18375;null;B206
18376;null;B206
18377;null;B206
18378;null;B206
18379;null;B206
1838;null;B200
18380;null;B206
18381;null;B206
18382;null;B206
18383;null;B203
18384;null;B204
18385;null;B203
18386;null;B204
18387;null;B203
18388;null;B204
18389;null;B203
1839;null;B203
18390;null;B200
18391;null;B203
18392;null;B100
18393;null;B200
18394;null;B200
18395;null;B203
18396;null;B203
18397;null;B203
18398;null;B203
18399;null;B203
184;null;B203
1840;null;B203
18400;null;B203
18401;null;B203
18402;null;B204
18403;null;B204
18404;null;B204
18405;null;B206
18406;null;B206
18407;null;B206
18408;null;B206
18409;null;B200
1841;null;B203
18410;null;B200
18411;null;B200
18412;null;B203
18413;null;B204
18414;null;B203
18415;null;B100
18416;null;B203
18417;null;B203
18418;null;B204
18419;null;B204
1842;null;B203
18420;null;B100
18421;null;B200
18422;null;B100
18423;null;B200
18424;null;B203
18425;null;B203
18426;null;B200
18427;null;B203
18428;null;B206
18429;null;B206
1843;null;B203
18430;null;B206
18431;null;B200
18432;null;B203
18433;null;B204
18434;null;B206
18435;null;B203
18436;null;B200
18437;null;B200
18438;null;B203
18439;null;B203
1844;null;B203
18440;null;B204
18441;null;B100
18442;null;B100
18443;null;B100
18444;null;B200
18445;null;B200
18446;null;B200
18447;null;B203
18448;null;B203
18449;null;B203
1845;null;B203
18450;null;B203
18451;null;B203
18452;null;B203
18453;null;B204
18454;null;B204
18455;null;B204
18456;null;B204
18457;null;B206
18458;null;B200
18459;null;B203
1846;null;B203
18460;null;B203
18461;null;B203
18462;null;B206
18463;null;B203
18464;null;B203
18465;null;B203
18466;null;B206
18467;null;B200
18468;null;B203
18469;null;B203
1847;null;B203
18470;null;B100
18471;null;B100
18472;null;B200
18473;null;B203
18474;null;B200
18475;null;B204
18476;null;B203
18477;null;B100
18478;null;B100
18479;null;B100
1848;null;B203
18480;null;B203
18481;null;B203
18482;null;B203
18483;null;B200
18484;null;B200
18485;null;B200
18486;null;B203
18487;null;B204
18488;null;B200
18489;null;B203
1849;null;B203
18490;null;B200
18491;null;B203
18492;null;B203
18493;null;B203
18494;null;B204
18495;null;B203
18496;null;B200
18497;null;B200
18498;null;B203
18499;null;B203
185;null;B203
1850;null;B203
18500;null;B200
18501;null;B203
18502;null;B200
18503;null;B203
18504;null;B100
18505;null;B203
18506;null;B206
18507;null;B204
18508;null;B200
18509;null;B203
1851;null;B203
18510;null;B203
18511;null;B200
18512;null;B200
