Insee - Statistiques locales; ; 
Référentiel géographique : France par commune; ; 
Code;Libellé;Commerce alimentaire (localisation) 2020
59020;null;B203
59021;null;B100
59022;null;B100
59023;null;B200
59024;null;B203
59025;null;B203
59026;null;B203
59027;null;B203
59028;null;B204
59029;null;B203
5903;null;B200
59030;null;B200
59031;null;B203
59032;null;B203
59033;null;B204
59034;null;B204
59035;null;B203
59036;null;B203
59037;null;B203
59038;null;B204
59039;null;B100
5904;null;B200
59040;null;B100
59041;null;B100
59042;null;B200
59043;null;B203
59044;null;B203
59045;null;B203
59046;null;B203
59047;null;B203
59048;null;B203
59049;null;B100
5905;null;B200
59050;null;B100
59051;null;B203
59052;null;B100
59053;null;B100
59054;null;B100
59055;null;B100
59056;null;B100
59057;null;B100
59058;null;B100
59059;null;B100
5906;null;B200
59060;null;B100
59061;null;B100
59062;null;B100
59063;null;B100
59064;null;B100
59065;null;B100
59066;null;B100
59067;null;B200
59068;null;B200
59069;null;B200
5907;null;B200
59070;null;B200
59071;null;B200
59072;null;B200
59073;null;B200
59074;null;B200
59075;null;B200
59076;null;B200
59077;null;B203
59078;null;B200
59079;null;B200
5908;null;B200
59080;null;B200
59081;null;B200
59082;null;B200
59083;null;B200
59084;null;B200
59085;null;B200
59086;null;B200
59087;null;B200
59088;null;B200
59089;null;B200
5909;null;B200
59090;null;B200
59091;null;B200
59092;null;B200
59093;null;B200
59094;null;B200
59095;null;B200
59096;null;B200
59097;null;B200
59098;null;B200
59099;null;B200
591;null;B204
5910;null;B200
59100;null;B200
59101;null;B200
59102;null;B200
59103;null;B200
59104;null;B200
59105;null;B200
59106;null;B200
59107;null;B100
59108;null;B200
59109;null;B200
5911;null;B200
59110;null;B200
59111;null;B200
59112;null;B200
59113;null;B200
59114;null;B200
59115;null;B200
59116;null;B200
59117;null;B200
59118;null;B200
59119;null;B200
5912;null;B200
59120;null;B200
59121;null;B200
59122;null;B200
59123;null;B200
59124;null;B200
59125;null;B200
59126;null;B200
59127;null;B200
59128;null;B200
59129;null;B200
5913;null;B200
59130;null;B200
59131;null;B200
59132;null;B200
59133;null;B200
59134;null;B200
59135;null;B200
59136;null;B200
59137;null;B200
59138;null;B200
59139;null;B203
5914;null;B200
59140;null;B200
59141;null;B200
59142;null;B200
59143;null;B200
59144;null;B200
59145;null;B200
59146;null;B200
59147;null;B200
59148;null;B200
59149;null;B200
5915;null;B203
59150;null;B200
59151;null;B203
59152;null;B203
59153;null;B203
59154;null;B203
59155;null;B203
59156;null;B203
59157;null;B203
59158;null;B203
59159;null;B203
5916;null;B203
59160;null;B203
59161;null;B203
59162;null;B203
59163;null;B203
59164;null;B203
59165;null;B203
59166;null;B203
59167;null;B203
59168;null;B203
59169;null;B203
5917;null;B203
59170;null;B100
59171;null;B100
59172;null;B100
59173;null;B100
59174;null;B200
59175;null;B200
59176;null;B200
59177;null;B200
59178;null;B200
59179;null;B200
5918;null;B203
59180;null;B200
59181;null;B203
59182;null;B203
59183;null;B100
59184;null;B203
59185;null;B203
59186;null;B203
59187;null;B203
59188;null;B203
59189;null;B203
5919;null;B203
59190;null;B203
59191;null;B203
59192;null;B203
59193;null;B203
59194;null;B203
59195;null;B203
59196;null;B203
59197;null;B203
59198;null;B203
59199;null;B203
592;null;B200
5920;null;B203
59200;null;B203
59201;null;B203
59202;null;B203
59203;null;B203
59204;null;B203
59205;null;B203
59206;null;B203
59207;null;B203
59208;null;B203
59209;null;B203
5921;null;B203
59210;null;B203
59211;null;B203
59212;null;B203
59213;null;B203
59214;null;B203
59215;null;B203
59216;null;B203
59217;null;B203
59218;null;B100
59219;null;B100
5922;null;B203
59220;null;B100
59221;null;B100
59222;null;B100
59223;null;B100
59224;null;B200
59225;null;B203
59226;null;B203
59227;null;B203
59228;null;B203
59229;null;B203
5923;null;B203
59230;null;B204
59231;null;B204
59232;null;B204
59233;null;B203
59234;null;B203
59235;null;B203
59236;null;B203
59237;null;B203
59238;null;B203
59239;null;B203
5924;null;B203
59240;null;B203
59241;null;B203
59242;null;B203
59243;null;B203
59244;null;B203
59245;null;B203
59246;null;B203
59247;null;B203
59248;null;B203
59249;null;B203
5925;null;B203
59250;null;B203
59251;null;B203
59252;null;B204
59253;null;B204
59254;null;B204
59255;null;B204
59256;null;B204
59257;null;B204
59258;null;B100
59259;null;B100
5926;null;B203
59260;null;B100
59261;null;B200
59262;null;B200
59263;null;B203
59264;null;B203
59265;null;B203
59266;null;B203
59267;null;B203
59268;null;B203
59269;null;B203
5927;null;B203
59270;null;B203
59271;null;B203
59272;null;B203
59273;null;B203
59274;null;B203
59275;null;B203
59276;null;B203
59277;null;B203
59278;null;B203
59279;null;B203
5928;null;B203
59280;null;B203
59281;null;B203
59282;null;B203
59283;null;B203
59284;null;B203
59285;null;B203
59286;null;B203
59287;null;B203
59288;null;B203
59289;null;B203
5929;null;B203
59290;null;B203
59291;null;B203
59292;null;B203
59293;null;B203
59294;null;B203
59295;null;B203
59296;null;B203
59297;null;B203
59298;null;B204
59299;null;B204
593;null;B203
5930;null;B203
59300;null;B200
59301;null;B200
59302;null;B203
59303;null;B203
59304;null;B203
59305;null;B203
59306;null;B203
59307;null;B203
59308;null;B203
59309;null;B203
5931;null;B203
59310;null;B203
59311;null;B203
59312;null;B203
59313;null;B203
59314;null;B203
59315;null;B203
59316;null;B203
59317;null;B203
59318;null;B203
59319;null;B203
5932;null;B203
59320;null;B203
59321;null;B203
59322;null;B203
59323;null;B203
59324;null;B203
59325;null;B203
59326;null;B203
59327;null;B203
59328;null;B203
59329;null;B203
5933;null;B203
59330;null;B203
59331;null;B203
59332;null;B200
59333;null;B200
59334;null;B203
59335;null;B203
59336;null;B203
59337;null;B203
59338;null;B203
59339;null;B203
5934;null;B203
59340;null;B203
59341;null;B203
59342;null;B203
59343;null;B203
59344;null;B203
59345;null;B203
59346;null;B203
59347;null;B203
59348;null;B204
59349;null;B204
5935;null;B203
59350;null;B204
59351;null;B204
59352;null;B204
59353;null;B204
59354;null;B204
59355;null;B204
59356;null;B204
59357;null;B204
59358;null;B204
59359;null;B204
5936;null;B203
59360;null;B204
59361;null;B204
59362;null;B204
59363;null;B204
59364;null;B204
59365;null;B204
59366;null;B203
59367;null;B203
59368;null;B204
59369;null;B204
5937;null;B203
59370;null;B204
59371;null;B204
59372;null;B204
59373;null;B204
59374;null;B204
59375;null;B204
59376;null;B204
59377;null;B204
59378;null;B206
59379;null;B206
5938;null;B203
59380;null;B206
59381;null;B203
59382;null;B203
59383;null;B206
59384;null;B203
59385;null;B100
59386;null;B100
59387;null;B200
59388;null;B200
59389;null;B200
5939;null;B204
59390;null;B200
59391;null;B200
59392;null;B200
59393;null;B203
59394;null;B203
59395;null;B203
59396;null;B203
59397;null;B203
59398;null;B203
59399;null;B203
594;null;B204
5940;null;B204
59400;null;B203
59401;null;B203
59402;null;B204
59403;null;B203
59404;null;B203
59405;null;B203
59406;null;B203
59407;null;B204
59408;null;B100
59409;null;B203
5941;null;B204
59410;null;B200
59411;null;B203
59412;null;B203
59413;null;B204
59414;null;B204
59415;null;B204
59416;null;B203
59417;null;B203
59418;null;B203
59419;null;B203
5942;null;B204
59420;null;B203
59421;null;B100
59422;null;B100
59423;null;B100
59424;null;B100
59425;null;B100
59426;null;B100
59427;null;B100
59428;null;B100
59429;null;B100
5943;null;B204
59430;null;B100
59431;null;B100
59432;null;B100
59433;null;B100
59434;null;B100
59435;null;B100
59436;null;B200
59437;null;B203
59438;null;B204
59439;null;B203
5944;null;B204
59440;null;B203
59441;null;B203
59442;null;B203
59443;null;B100
59444;null;B100
59445;null;B100
59446;null;B203
59447;null;B100
59448;null;B100
59449;null;B100
5945;null;B204
59450;null;B200
59451;null;B203
59452;null;B203
59453;null;B203
59454;null;B203
59455;null;B204
59456;null;B200
59457;null;B200
59458;null;B203
59459;null;B203
5946;null;B204
59460;null;B203
59461;null;B203
59462;null;B200
59463;null;B203
59464;null;B204
59465;null;B203
59466;null;B100
59467;null;B100
59468;null;B100
59469;null;B100
5947;null;B204
59470;null;B100
59471;null;B203
59472;null;B203
59473;null;B203
59474;null;B203
59475;null;B203
59476;null;B203
59477;null;B203
59478;null;B203
59479;null;B203
5948;null;B204
59480;null;B204
59481;null;B204
59482;null;B100
59483;null;B100
59484;null;B203
59485;null;B203
59486;null;B203
59487;null;B200
59488;null;B200
59489;null;B203
5949;null;B204
59490;null;B203
59491;null;B203
59492;null;B204
59493;null;B100
59494;null;B100
59495;null;B200
59496;null;B200
59497;null;B203
59498;null;B203
59499;null;B203
595;null;B200
5950;null;B204
59500;null;B203
59501;null;B203
59502;null;B204
59503;null;B204
59504;null;B200
59505;null;B200
59506;null;B203
59507;null;B203
59508;null;B204
59509;null;B204
5951;null;B206
59510;null;B203
59511;null;B203
59512;null;B203
59513;null;B203
59514;null;B204
59515;null;B204
59516;null;B204
59517;null;B204
59518;null;B204
59519;null;B203
5952;null;B206
59520;null;B200
59521;null;B200
59522;null;B200
59523;null;B200
59524;null;B203
59525;null;B203
59526;null;B203
59527;null;B203
59528;null;B203
59529;null;B203
5953;null;B200
59530;null;B204
59531;null;B204
59532;null;B204
59533;null;B204
59534;null;B203
59535;null;B204
59536;null;B100
59537;null;B100
59538;null;B200
59539;null;B203
5954;null;B200
59540;null;B203
59541;null;B203
59542;null;B100
59543;null;B100
59544;null;B100
59545;null;B100
59546;null;B203
59547;null;B204
59548;null;B203
59549;null;B203
5955;null;B200
59550;null;B203
59551;null;B200
59552;null;B203
59553;null;B203
59554;null;B203
59555;null;B204
59556;null;B204
59557;null;B204
59558;null;B203
59559;null;B203
5956;null;B200
59560;null;B203
59561;null;B203
59562;null;B203
59563;null;B203
59564;null;B203
59565;null;B203
59566;null;B203
59567;null;B203
59568;null;B203
59569;null;B203
5957;null;B200
59570;null;B203
59571;null;B204
59572;null;B204
59573;null;B203
59574;null;B203
59575;null;B204
59576;null;B203
59577;null;B203
59578;null;B203
59579;null;B200
5958;null;B200
59580;null;B203
59581;null;B203
59582;null;B203
59583;null;B203
59584;null;B203
59585;null;B204
59586;null;B200
59587;null;B203
59588;null;B204
59589;null;B200
5959;null;B200
59590;null;B203
59591;null;B203
59592;null;B204
59593;null;B203
59594;null;B203
59595;null;B204
59596;null;B100
59597;null;B203
59598;null;B100
59599;null;B100
596;null;B203
5960;null;B200
59600;null;B203
59601;null;B203
59602;null;B203
59603;null;B204
59604;null;B203
59605;null;B203
59606;null;B100
59607;null;B100
59608;null;B100
59609;null;B100
5961;null;B200
59610;null;B200
59611;null;B200
59612;null;B200
59613;null;B200
59614;null;B203
59615;null;B203
59616;null;B203
59617;null;B203
59618;null;B100
59619;null;B203
5962;null;B203
59620;null;B203
59621;null;B203
59622;null;B203
59623;null;B203
59624;null;B203
59625;null;B100
59626;null;B200
59627;null;B203
59628;null;B203
59629;null;B203
5963;null;B203
59630;null;B100
59631;null;B100
59632;null;B100
59633;null;B100
59634;null;B100
59635;null;B200
59636;null;B200
59637;null;B200
59638;null;B200
59639;null;B200
5964;null;B203
59640;null;B200
59641;null;B200
59642;null;B100
59643;null;B100
59644;null;B203
59645;null;B203
59646;null;B203
59647;null;B203
59648;null;B203
59649;null;B203
5965;null;B204
59650;null;B203
59651;null;B203
59652;null;B203
59653;null;B204
59654;null;B204
59655;null;B204
59656;null;B204
59657;null;B204
59658;null;B203
59659;null;B203
5966;null;B204
59660;null;B200
59661;null;B203
59662;null;B203
59663;null;B203
59664;null;B203
59665;null;B203
59666;null;B203
59667;null;B203
59668;null;B203
59669;null;B203
5967;null;B200
59670;null;B203
59671;null;B203
59672;null;B203
59673;null;B203
59674;null;B203
59675;null;B203
59676;null;B203
59677;null;B203
59678;null;B203
59679;null;B203
5968;null;B203
59680;null;B203
59681;null;B203
59682;null;B203
59683;null;B204
59684;null;B204
59685;null;B100
59686;null;B203
59687;null;B203
59688;null;B203
59689;null;B204
5969;null;B203
59690;null;B100
59691;null;B100
59692;null;B100
59693;null;B100
59694;null;B100
59695;null;B100
59696;null;B100
59697;null;B100
59698;null;B100
59699;null;B200
597;null;B204
5970;null;B204
59700;null;B200
59701;null;B200
59702;null;B203
59703;null;B203
59704;null;B203
59705;null;B203
59706;null;B100
59707;null;B100
59708;null;B200
59709;null;B200
5971;null;B204
59710;null;B203
59711;null;B203
59712;null;B203
59713;null;B203
59714;null;B203
59715;null;B203
59716;null;B203
59717;null;B203
59718;null;B203
59719;null;B203
5972;null;B206
59720;null;B204
59721;null;B200
59722;null;B203
59723;null;B203
59724;null;B203
59725;null;B204
59726;null;B200
59727;null;B200
59728;null;B200
59729;null;B200
5973;null;B100
59730;null;B200
59731;null;B200
59732;null;B200
59733;null;B200
59734;null;B200
59735;null;B200
59736;null;B200
59737;null;B200
59738;null;B200
59739;null;B203
5974;null;B200
59740;null;B203
59741;null;B203
59742;null;B203
59743;null;B203
59744;null;B203
59745;null;B203
59746;null;B203
59747;null;B203
59748;null;B203
59749;null;B203
5975;null;B203
59750;null;B203
59751;null;B203
59752;null;B203
59753;null;B203
59754;null;B200
59755;null;B203
59756;null;B204
59757;null;B204
59758;null;B204
59759;null;B203
5976;null;B203
59760;null;B203
59761;null;B200
59762;null;B200
59763;null;B200
59764;null;B203
59765;null;B203
59766;null;B204
59767;null;B203
59768;null;B100
59769;null;B100
5977;null;B203
59770;null;B200
59771;null;B200
59772;null;B200
59773;null;B200
59774;null;B203
59775;null;B203
59776;null;B203
59777;null;B203
59778;null;B203
59779;null;B204
5978;null;B203
59780;null;B204
59781;null;B204
59782;null;B204
59783;null;B203
59784;null;B203
59785;null;B203
59786;null;B203
59787;null;B203
59788;null;B203
59789;null;B203
5979;null;B204
59790;null;B203
59791;null;B203
59792;null;B203
59793;null;B203
59794;null;B203
59795;null;B203
59796;null;B203
59797;null;B204
59798;null;B204
59799;null;B204
598;null;B204
5980;null;B100
59800;null;B204
59801;null;B204
59802;null;B204
59803;null;B204
59804;null;B204
59805;null;B204
59806;null;B204
59807;null;B204
59808;null;B204
59809;null;B203
5981;null;B203
59810;null;B100
59811;null;B100
59812;null;B100
59813;null;B100
59814;null;B100
59815;null;B200
59816;null;B200
59817;null;B203
59818;null;B203
59819;null;B203
5982;null;B203
59820;null;B203
59821;null;B203
59822;null;B203
59823;null;B204
59824;null;B204
59825;null;B200
59826;null;B200
59827;null;B203
59828;null;B204
59829;null;B100
5983;null;B204
59830;null;B204
59831;null;B203
59832;null;B203
59833;null;B200
59834;null;B204
59835;null;B100
59836;null;B203
59837;null;B203
59838;null;B203
59839;null;B203
5984;null;B204
59840;null;B203
59841;null;B203
59842;null;B203
59843;null;B203
59844;null;B203
59845;null;B100
59846;null;B100
59847;null;B200
59848;null;B200
59849;null;B200
5985;null;B200
59850;null;B203
59851;null;B203
59852;null;B203
59853;null;B203
59854;null;B203
59855;null;B203
59856;null;B203
59857;null;B203
59858;null;B203
59859;null;B204
5986;null;B203
59860;null;B100
59861;null;B100
59862;null;B100
59863;null;B200
59864;null;B203
59865;null;B203
59866;null;B204
59867;null;B203
59868;null;B203
59869;null;B100
5987;null;B200
59870;null;B200
59871;null;B203
59872;null;B203
59873;null;B203
59874;null;B203
59875;null;B203
59876;null;B203
59877;null;B204
59878;null;B204
59879;null;B203
5988;null;B200
59880;null;B203
59881;null;B203
59882;null;B203
59883;null;B204
59884;null;B204
59885;null;B200
59886;null;B203
59887;null;B203
59888;null;B203
59889;null;B204
5989;null;B200
59890;null;B100
59891;null;B203
59892;null;B203
59893;null;B203
59894;null;B204
59895;null;B203
59896;null;B204
59897;null;B200
59898;null;B203
59899;null;B100
599;null;B100
5990;null;B203
59900;null;B100
59901;null;B203
59902;null;B203
59903;null;B100
59904;null;B100
59905;null;B100
59906;null;B100
59907;null;B200
59908;null;B203
59909;null;B204
5991;null;B203
59910;null;B100
59911;null;B100
59912;null;B100
59913;null;B203
59914;null;B203
59915;null;B204
59916;null;B203
59917;null;B203
59918;null;B203
59919;null;B203
5992;null;B203
59920;null;B200
59921;null;B203
59922;null;B203
59923;null;B200
59924;null;B203
59925;null;B203
59926;null;B203
59927;null;B203
59928;null;B203
59929;null;B203
5993;null;B100
59930;null;B203
59931;null;B203
59932;null;B203
59933;null;B203
59934;null;B203
59935;null;B203
59936;null;B203
59937;null;B203
59938;null;B203
59939;null;B204
5994;null;B200
59940;null;B204
59941;null;B204
59942;null;B204
59943;null;B206
59944;null;B204
59945;null;B206
59946;null;B200
59947;null;B100
59948;null;B200
59949;null;B200
5995;null;B200
59950;null;B203
59951;null;B203
59952;null;B203
59953;null;B203
59954;null;B203
59955;null;B204
59956;null;B204
59957;null;B204
59958;null;B200
59959;null;B200
5996;null;B200
59960;null;B203
59961;null;B203
59962;null;B203
59963;null;B203
59964;null;B200
59965;null;B203
59966;null;B203
59967;null;B203
59968;null;B204
59969;null;B100
5997;null;B200
59970;null;B100
59971;null;B200
59972;null;B200
59973;null;B200
59974;null;B203
59975;null;B203
59976;null;B203
59977;null;B203
59978;null;B203
59979;null;B203
5998;null;B200
59980;null;B203
59981;null;B203
59982;null;B203
59983;null;B204
59984;null;B204
59985;null;B206
59986;null;B200
59987;null;B200
59988;null;B203
59989;null;B100
5999;null;B200
59990;null;B100
59991;null;B100
59992;null;B200
59993;null;B203
59994;null;B203
59995;null;B203
59996;null;B203
59997;null;B204
59998;null;B200
59999;null;B203
6;null;B100
60;null;B204
600;null;B100
6000;null;B200
60000;null;B200
60001;null;B203
60002;null;B203
60003;null;B203
60004;null;B203
60005;null;B204
60006;null;B203
60007;null;B200
60008;null;B100
60009;null;B100
6001;null;B200
60010;null;B203
60011;null;B203
60012;null;B203
60013;null;B203
60014;null;B204
60015;null;B100
60016;null;B200
60017;null;B204
60018;null;B203
60019;null;B100
6002;null;B200
60020;null;B200
60021;null;B203
60022;null;B203
60023;null;B203
60024;null;B203
60025;null;B203
60026;null;B204
60027;null;B100
60028;null;B100
60029;null;B100
6003;null;B203
60030;null;B203
60031;null;B203
60032;null;B203
60033;null;B203
60034;null;B204
60035;null;B204
60036;null;B203
60037;null;B203
60038;null;B200
60039;null;B203
6004;null;B203
60040;null;B203
60041;null;B204
60042;null;B100
60043;null;B100
60044;null;B100
60045;null;B100
60046;null;B200
60047;null;B200
60048;null;B200
60049;null;B200
6005;null;B203
60050;null;B100
60051;null;B100
60052;null;B100
60053;null;B100
60054;null;B200
60055;null;B200
60056;null;B204
60057;null;B204
60058;null;B200
60059;null;B204
6006;null;B203
60060;null;B203
60061;null;B204
60062;null;B200
60063;null;B203
60064;null;B204
60065;null;B203
60066;null;B203
60067;null;B203
60068;null;B203
60069;null;B203
6007;null;B203
60070;null;B204
60071;null;B204
60072;null;B204
60073;null;B206
60074;null;B200
60075;null;B200
60076;null;B200
60077;null;B200
60078;null;B200
60079;null;B200
6008;null;B203
60080;null;B203
60081;null;B203
60082;null;B203
60083;null;B203
60084;null;B203
60085;null;B203
60086;null;B203
60087;null;B203
60088;null;B203
60089;null;B203
6009;null;B204
60090;null;B203
60091;null;B203
60092;null;B204
60093;null;B204
60094;null;B204
60095;null;B204
60096;null;B204
60097;null;B204
60098;null;B206
60099;null;B200
601;null;B100
6010;null;B204
60100;null;B203
60101;null;B100
60102;null;B100
60103;null;B203
60104;null;B203
60105;null;B203
60106;null;B204
60107;null;B203
60108;null;B204
60109;null;B200
6011;null;B204
60110;null;B100
60111;null;B100
60112;null;B203
60113;null;B203
60114;null;B200
60115;null;B200
60116;null;B203
60117;null;B203
60118;null;B203
60119;null;B203
6012;null;B204
60120;null;B200
60121;null;B203
60122;null;B203
60123;null;B100
60124;null;B100
60125;null;B203
60126;null;B204
60127;null;B204
60128;null;B203
60129;null;B200
6013;null;B206
60130;null;B203
60131;null;B100
60132;null;B100
60133;null;B100
60134;null;B200
60135;null;B203
60136;null;B203
60137;null;B203
60138;null;B203
60139;null;B100
6014;null;B203
60140;null;B100
60141;null;B203
60142;null;B100
60143;null;B203
60144;null;B203
60145;null;B203
60146;null;B204
60147;null;B203
60148;null;B100
60149;null;B203
6015;null;B204
60150;null;B203
60151;null;B203
60152;null;B203
60153;null;B203
60154;null;B203
60155;null;B203
60156;null;B100
60157;null;B100
60158;null;B100
60159;null;B203
6016;null;B204
60160;null;B203
60161;null;B203
60162;null;B203
60163;null;B203
60164;null;B203
60165;null;B203
60166;null;B203
60167;null;B203
60168;null;B203
60169;null;B203
6017;null;B204
60170;null;B203
60171;null;B203
60172;null;B203
60173;null;B203
60174;null;B203
60175;null;B203
60176;null;B203
60177;null;B203
60178;null;B203
60179;null;B203
6018;null;B204
60180;null;B203
60181;null;B203
60182;null;B203
60183;null;B203
60184;null;B203
60185;null;B203
60186;null;B203
60187;null;B203
60188;null;B203
60189;null;B100
6019;null;B203
60190;null;B203
60191;null;B203
60192;null;B203
60193;null;B206
60194;null;B200
60195;null;B203
60196;null;B204
60197;null;B200
60198;null;B200
60199;null;B200
602;null;B100
6020;null;B200
60200;null;B203
60201;null;B203
60202;null;B206
60203;null;B206
60204;null;B206
60205;null;B203
60206;null;B203
60207;null;B203
60208;null;B203
60209;null;B203
6021;null;B200
60210;null;B203
60211;null;B203
60212;null;B203
60213;null;B203
60214;null;B203
60215;null;B204
60216;null;B204
60217;null;B204
60218;null;B204
60219;null;B204
6022;null;B200
60220;null;B204
60221;null;B204
60222;null;B204
60223;null;B204
60224;null;B204
60225;null;B204
60226;null;B204
60227;null;B204
60228;null;B204
60229;null;B204
6023;null;B203
60230;null;B204
60231;null;B204
60232;null;B203
60233;null;B206
60234;null;B206
60235;null;B206
60236;null;B206
60237;null;B206
60238;null;B206
60239;null;B203
6024;null;B203
60240;null;B203
60241;null;B203
60242;null;B203
60243;null;B204
60244;null;B100
60245;null;B100
60246;null;B203
60247;null;B203
60248;null;B203
60249;null;B100
6025;null;B204
60250;null;B100
60251;null;B100
60252;null;B200
60253;null;B203
60254;null;B203
60255;null;B203
60256;null;B203
60257;null;B203
60258;null;B203
60259;null;B204
6026;null;B203
60260;null;B204
60261;null;B204
60262;null;B100
60263;null;B200
60264;null;B203
60265;null;B203
60266;null;B204
60267;null;B204
60268;null;B204
60269;null;B204
6027;null;B203
60270;null;B204
60271;null;B200
60272;null;B200
60273;null;B203
60274;null;B203
60275;null;B204
60276;null;B203
60277;null;B203
60278;null;B203
60279;null;B204
6028;null;B203
60280;null;B200
60281;null;B100
60282;null;B203
60283;null;B204
60284;null;B200
60285;null;B203
60286;null;B100
60287;null;B100
60288;null;B200
60289;null;B200
6029;null;B203
60290;null;B203
60291;null;B203
60292;null;B203
60293;null;B200
60294;null;B203
60295;null;B203
60296;null;B204
60297;null;B200
60298;null;B200
60299;null;B203
603;null;B200
6030;null;B203
60300;null;B100
60301;null;B100
60302;null;B100
60303;null;B100
60304;null;B100
60305;null;B200
60306;null;B200
60307;null;B200
60308;null;B206
60309;null;B200
6031;null;B204
60310;null;B203
60311;null;B203
60312;null;B206
60313;null;B206
60314;null;B100
60315;null;B100
60316;null;B100
60317;null;B200
60318;null;B200
60319;null;B200
6032;null;B204
60320;null;B200
60321;null;B203
60322;null;B203
60323;null;B203
60324;null;B203
60325;null;B203
60326;null;B203
60327;null;B203
60328;null;B203
60329;null;B204
6033;null;B200
60330;null;B204
60331;null;B206
60332;null;B206
60333;null;B200
60334;null;B200
60335;null;B200
60336;null;B203
60337;null;B203
60338;null;B203
60339;null;B203
6034;null;B100
60340;null;B203
60341;null;B203
60342;null;B203
60343;null;B203
60344;null;B204
60345;null;B204
60346;null;B100
60347;null;B200
60348;null;B203
60349;null;B200
6035;null;B100
60350;null;B200
60351;null;B203
60352;null;B203
60353;null;B203
60354;null;B200
60355;null;B203
60356;null;B203
60357;null;B203
60358;null;B204
60359;null;B200
6036;null;B200
60360;null;B200
60361;null;B100
60362;null;B203
60363;null;B203
60364;null;B203
60365;null;B204
60366;null;B200
60367;null;B203
60368;null;B100
60369;null;B100
6037;null;B200
60370;null;B100
60371;null;B200
60372;null;B203
60373;null;B203
60374;null;B203
60375;null;B204
60376;null;B100
60377;null;B203
60378;null;B203
60379;null;B204
6038;null;B200
60380;null;B203
60381;null;B203
60382;null;B203
60383;null;B203
60384;null;B204
60385;null;B204
60386;null;B200
60387;null;B203
60388;null;B203
60389;null;B204
6039;null;B203
60390;null;B204
60391;null;B100
60392;null;B100
60393;null;B203
60394;null;B203
60395;null;B200
60396;null;B203
60397;null;B204
60398;null;B204
60399;null;B204
604;null;B200
6040;null;B203
60400;null;B204
60401;null;B203
60402;null;B203
60403;null;B203
60404;null;B100
60405;null;B100
60406;null;B100
60407;null;B100
60408;null;B100
60409;null;B100
6041;null;B203
60410;null;B100
60411;null;B100
60412;null;B100
60413;null;B100
60414;null;B100
60415;null;B100
60416;null;B100
60417;null;B100
60418;null;B100
60419;null;B203
6042;null;B203
60420;null;B200
60421;null;B203
60422;null;B203
60423;null;B203
60424;null;B200
60425;null;B200
60426;null;B200
60427;null;B200
60428;null;B200
60429;null;B200
6043;null;B203
60430;null;B200
60431;null;B200
60432;null;B200
60433;null;B200
60434;null;B200
60435;null;B200
60436;null;B200
60437;null;B200
60438;null;B200
60439;null;B200
6044;null;B203
60440;null;B200
60441;null;B200
60442;null;B200
60443;null;B200
60444;null;B200
60445;null;B200
60446;null;B200
60447;null;B200
60448;null;B200
60449;null;B200
6045;null;B203
60450;null;B200
60451;null;B100
60452;null;B200
60453;null;B203
60454;null;B203
60455;null;B203
60456;null;B203
60457;null;B203
60458;null;B203
60459;null;B203
6046;null;B203
60460;null;B203
60461;null;B203
60462;null;B203
60463;null;B203
60464;null;B203
60465;null;B203
60466;null;B203
60467;null;B203
60468;null;B203
60469;null;B203
6047;null;B203
60470;null;B203
60471;null;B203
60472;null;B203
60473;null;B203
60474;null;B203
60475;null;B203
60476;null;B203
60477;null;B203
60478;null;B203
60479;null;B203
6048;null;B204
60480;null;B203
60481;null;B200
60482;null;B203
60483;null;B203
60484;null;B204
60485;null;B204
60486;null;B204
60487;null;B100
60488;null;B203
60489;null;B200
6049;null;B204
60490;null;B203
60491;null;B200
60492;null;B203
60493;null;B203
60494;null;B203
60495;null;B203
60496;null;B203
60497;null;B204
60498;null;B204
60499;null;B203
605;null;B203
6050;null;B200
60500;null;B204
60501;null;B200
60502;null;B203
60503;null;B204
60504;null;B200
60505;null;B204
60506;null;B204
60507;null;B100
60508;null;B200
60509;null;B203
6051;null;B200
60510;null;B203
60511;null;B203
60512;null;B204
60513;null;B100
60514;null;B100
60515;null;B100
60516;null;B200
60517;null;B203
60518;null;B204
60519;null;B100
6052;null;B200
60520;null;B100
60521;null;B100
60522;null;B203
60523;null;B100
60524;null;B200
60525;null;B200
60526;null;B203
60527;null;B203
60528;null;B203
60529;null;B203
6053;null;B200
60530;null;B203
60531;null;B204
60532;null;B204
60533;null;B204
60534;null;B203
60535;null;B203
60536;null;B100
60537;null;B100
60538;null;B100
60539;null;B203
6054;null;B100
60540;null;B203
60541;null;B203
60542;null;B203
60543;null;B204
60544;null;B204
60545;null;B204
60546;null;B203
60547;null;B204
60548;null;B204
60549;null;B100
6055;null;B100
60550;null;B100
60551;null;B100
60552;null;B100
60553;null;B100
60554;null;B100
60555;null;B100
60556;null;B200
60557;null;B200
60558;null;B200
60559;null;B200
6056;null;B200
60560;null;B200
60561;null;B200
60562;null;B200
60563;null;B200
60564;null;B200
60565;null;B200
60566;null;B200
60567;null;B200
60568;null;B203
60569;null;B203
6057;null;B200
60570;null;B203
60571;null;B100
60572;null;B203
60573;null;B203
60574;null;B203
60575;null;B203
60576;null;B204
60577;null;B100
60578;null;B200
60579;null;B200
6058;null;B200
60580;null;B203
60581;null;B203
60582;null;B203
60583;null;B203
60584;null;B203
60585;null;B203
60586;null;B204
60587;null;B203
60588;null;B203
60589;null;B203
6059;null;B203
